seconds 	point x 	point y 	point z 	position x	position y	position z	pupil diameter	flag    	
72.70   	-7.03   	1.83    	-13.57  	-3.39   	4.08    	-14.38  	2.80    	-       	
72.72   	-7.05   	1.82    	-13.56  	-3.43   	4.06    	-14.37  	2.79    	-       	
72.74   	-7.03   	1.82    	-13.54  	-3.47   	4.03    	-14.37  	2.80    	-       	
72.76   	-7.04   	1.81    	-13.40  	-3.50   	4.02    	-14.36  	2.81    	-       	
72.79   	-7.00   	1.82    	-13.41  	-3.55   	3.98    	-14.35  	2.82    	-       	
72.80   	-7.03   	1.82    	-13.41  	-3.59   	3.96    	-14.34  	2.82    	-       	
72.82   	-7.08   	1.81    	-13.41  	-3.62   	3.94    	-14.33  	2.81    	-       	
72.84   	-7.07   	1.81    	-13.42  	-3.65   	3.92    	-14.33  	2.83    	-       	
72.86   	-7.05   	1.81    	-13.42  	-3.69   	3.90    	-14.32  	2.84    	-       	
72.88   	-7.07   	1.81    	-13.42  	-3.73   	3.88    	-14.31  	2.84    	-       	
72.90   	-7.09   	1.81    	-13.42  	-3.77   	3.85    	-14.30  	2.84    	-       	
72.92   	-7.11   	1.81    	-13.42  	-3.81   	3.84    	-14.29  	2.85    	-       	
72.93   	-7.13   	1.81    	-13.42  	-3.84   	3.82    	-14.29  	2.86    	-       	
72.95   	-7.14   	1.81    	-13.42  	-3.88   	3.80    	-14.28  	2.86    	-       	
72.97   	-7.09   	1.63    	-12.45  	-3.92   	3.79    	-14.27  	2.87    	-       	
73.00   	-7.20   	1.57    	-12.39  	-3.95   	3.78    	-14.26  	2.89    	-       	
73.02   	-7.28   	1.52    	-12.35  	-4.00   	3.78    	-14.24  	2.90    	-       	
73.03   	-7.42   	1.45    	-12.28  	-4.04   	3.77    	-14.22  	2.90    	-       	
73.05   	-7.62   	1.33    	-12.17  	-4.07   	3.77    	-14.21  	2.90    	-       	
73.07   	-7.79   	1.23    	-12.08  	-4.10   	3.77    	-14.19  	2.90    	-       	
73.09   	-8.00   	1.11    	-11.96  	-4.13   	3.77    	-14.18  	2.91    	-       	
73.12   	-8.18   	1.01    	-11.86  	-4.17   	3.77    	-14.16  	2.90    	-       	
73.14   	-8.33   	0.95    	-11.78  	-4.22   	3.77    	-14.13  	2.91    	-       	
73.16   	-8.38   	0.94    	-11.75  	-4.26   	3.77    	-14.12  	2.92    	-       	
73.19   	-8.40   	0.93    	-11.75  	-4.30   	3.77    	-14.10  	2.92    	-       	
73.21   	-8.43   	0.93    	-11.75  	-4.33   	3.77    	-14.08  	2.92    	-       	
73.24   	-8.50   	0.92    	-11.73  	-4.39   	3.76    	-14.05  	2.94    	-       	
73.26   	-8.55   	0.92    	-11.70  	-4.43   	3.76    	-14.03  	2.94    	-       	
73.28   	-8.60   	0.91    	-11.69  	-4.47   	3.76    	-14.01  	2.96    	-       	
73.30   	-8.60   	0.91    	-11.69  	-4.51   	3.76    	-13.99  	2.96    	-       	
73.32   	-8.63   	0.91    	-11.69  	-4.54   	3.76    	-13.98  	2.96    	-       	
73.34   	-8.66   	0.91    	-11.67  	-4.57   	3.76    	-13.96  	2.98    	-       	
73.35   	-8.69   	0.91    	-11.66  	-4.61   	3.76    	-13.94  	2.99    	-       	
73.37   	-8.71   	0.91    	-11.66  	-4.64   	3.76    	-13.93  	2.99    	-       	
73.39   	-8.89   	0.91    	-11.65  	-4.67   	3.76    	-13.91  	2.99    	-       	
73.42   	-9.38   	0.91    	-11.54  	-4.71   	3.76    	-13.89  	3.01    	-       	
73.44   	-9.39   	0.91    	-11.57  	-4.75   	3.76    	-13.87  	3.04    	-       	
73.46   	-9.46   	0.91    	-11.52  	-4.79   	3.76    	-13.85  	2.97    	-       	
73.48   	-9.49   	0.91    	-11.51  	-4.83   	3.76    	-13.84  	2.98    	-       	
73.49   	-9.51   	0.91    	-11.52  	-4.86   	3.76    	-13.82  	3.01    	-       	
73.51   	-9.53   	0.91    	-11.50  	-4.89   	3.76    	-13.81  	3.01    	-       	
73.54   	-9.57   	0.91    	-11.48  	-4.93   	3.76    	-13.79  	3.01    	-       	
73.55   	-9.59   	0.91    	-11.47  	-4.96   	3.75    	-13.77  	3.00    	-       	
73.57   	-9.61   	0.91    	-11.47  	-5.00   	3.75    	-13.75  	2.98    	-       	
73.59   	-9.65   	0.91    	-11.46  	-5.03   	3.75    	-13.74  	2.97    	-       	
73.61   	-9.64   	0.91    	-11.46  	-5.07   	3.75    	-13.72  	2.96    	-       	
73.63   	-9.64   	0.91    	-11.46  	-5.10   	3.75    	-13.70  	2.94    	-       	
73.66   	-9.56   	0.91    	-11.40  	-5.14   	3.75    	-13.68  	2.78    	-       	
73.68   	-9.81   	0.91    	-11.14  	-5.18   	3.75    	-13.66  	2.84    	-       	
73.69   	-9.86   	0.91    	-11.12  	-5.22   	3.75    	-13.64  	2.83    	-       	
73.71   	-9.89   	0.91    	-11.13  	-5.24   	3.75    	-13.63  	2.82    	-       	
73.74   	-9.95   	0.91    	-11.10  	-5.28   	3.75    	-13.61  	2.79    	-       	
73.76   	-9.92   	0.91    	-11.11  	-5.32   	3.75    	-13.59  	2.80    	-       	
73.77   	-9.95   	0.91    	-11.09  	-5.37   	3.75    	-13.57  	2.80    	-       	
73.79   	-9.95   	0.91    	-11.08  	-5.39   	3.75    	-13.56  	2.79    	-       	
73.81   	-9.97   	0.91    	-11.07  	-5.43   	3.75    	-13.54  	2.79    	-       	
73.84   	-10.05  	0.91    	-11.04  	-5.47   	3.75    	-13.52  	2.81    	-       	
73.85   	-9.99   	0.91    	-11.06  	-5.51   	3.75    	-13.50  	2.76    	-       	
73.88   	-9.98   	0.91    	-11.04  	-5.54   	3.75    	-13.48  	2.82    	-       	
73.89   	-10.09  	0.91    	-10.96  	-5.58   	3.75    	-13.46  	2.78    	-       	
73.92   	-10.17  	0.91    	-10.91  	-5.61   	3.75    	-13.45  	0.00    	-       	
73.95   	-10.33  	0.91    	-10.80  	-5.65   	3.75    	-13.43  	0.00    	-       	
73.98   	-10.56  	0.91    	-10.63  	-5.70   	3.75    	-13.40  	0.00    	-       	
74.00   	-10.66  	0.91    	-10.53  	-5.75   	3.75    	-13.38  	0.00    	-       	
74.02   	-10.74  	0.91    	-10.45  	-5.80   	3.75    	-13.35  	0.00    	-       	
74.04   	-9.82   	0.91    	-10.90  	-5.83   	3.75    	-13.33  	2.72    	-       	
74.07   	-9.38   	0.91    	-9.78   	-5.86   	3.75    	-13.31  	2.95    	-       	
74.09   	-9.43   	0.91    	-9.73   	-5.91   	3.74    	-13.27  	2.94    	-       	
74.12   	-9.52   	0.91    	-9.70   	-5.95   	3.74    	-13.24  	3.00    	-       	
74.14   	-9.53   	0.91    	-9.67   	-5.98   	3.74    	-13.21  	2.98    	-       	
74.16   	-9.58   	0.91    	-9.62   	-6.02   	3.74    	-13.18  	2.99    	-       	
74.18   	-9.50   	0.91    	-9.69   	-6.05   	3.74    	-13.16  	3.01    	-       	
74.20   	-9.58   	0.91    	-9.73   	-6.08   	3.74    	-13.13  	2.98    	-       	
74.22   	-9.56   	0.91    	-9.71   	-6.11   	3.74    	-13.11  	3.00    	-       	
74.24   	-9.53   	0.91    	-9.71   	-6.14   	3.74    	-13.08  	3.05    	-       	
74.27   	-9.63   	0.91    	-9.66   	-6.17   	3.74    	-13.05  	3.06    	-       	
74.28   	-9.69   	0.91    	-9.63   	-6.21   	3.73    	-13.01  	3.05    	-       	
74.30   	-9.71   	0.91    	-9.55   	-6.24   	3.73    	-12.99  	3.00    	-       	
74.33   	-9.83   	0.91    	-9.49   	-6.27   	3.73    	-12.96  	3.02    	-       	
74.35   	-9.82   	0.91    	-9.45   	-6.30   	3.73    	-12.93  	3.05    	-       	
74.37   	-9.88   	0.91    	-9.44   	-6.34   	3.73    	-12.90  	3.02    	-       	
74.40   	-9.89   	0.91    	-9.49   	-6.37   	3.73    	-12.87  	3.03    	-       	
74.41   	-9.89   	0.91    	-9.45   	-6.40   	3.73    	-12.85  	3.05    	-       	
74.44   	-9.98   	0.91    	-9.38   	-6.43   	3.73    	-12.82  	3.03    	-       	
74.46   	-10.02  	0.91    	-9.35   	-6.46   	3.73    	-12.79  	3.01    	-       	
74.48   	-9.98   	0.91    	-9.38   	-6.49   	3.73    	-12.77  	3.06    	-       	
74.50   	-9.80   	0.91    	-9.63   	-6.52   	3.73    	-12.74  	2.99    	-       	
74.53   	-9.80   	0.91    	-9.64   	-6.56   	3.73    	-12.71  	0.00    	-       	
74.55   	-9.83   	0.91    	-9.63   	-6.60   	3.72    	-12.67  	0.00    	-       	
74.56   	-9.84   	0.91    	-9.64   	-6.63   	3.71    	-12.65  	0.00    	-       	
74.58   	-9.85   	0.91    	-9.63   	-6.66   	3.71    	-12.62  	0.00    	-       	
74.60   	-9.87   	0.91    	-9.63   	-6.69   	3.71    	-12.60  	0.00    	-       	
74.63   	-9.88   	0.91    	-9.63   	-6.72   	3.70    	-12.57  	0.00    	-       	
74.65   	-10.45  	0.90    	-9.52   	-6.75   	3.68    	-12.55  	2.88    	-       	
74.67   	-10.57  	0.89    	-9.50   	-6.78   	3.67    	-12.52  	2.85    	-       	
74.69   	-10.51  	0.89    	-9.44   	-6.82   	3.65    	-12.49  	2.87    	-       	
74.71   	-10.70  	0.80    	-9.25   	-6.84   	3.64    	-12.47  	2.89    	-       	
74.72   	-10.80  	0.73    	-9.12   	-6.88   	3.62    	-12.44  	2.85    	-       	
74.76   	-10.89  	0.65    	-8.94   	-6.90   	3.61    	-12.42  	2.98    	-       	
74.78   	-10.76  	0.73    	-9.08   	-6.93   	3.59    	-12.39  	2.95    	-       	
74.80   	-10.90  	0.65    	-8.94   	-6.99   	3.56    	-12.35  	0.00    	-       	
74.82   	-10.94  	0.63    	-8.91   	-7.02   	3.53    	-12.32  	0.00    	-       	
74.84   	-10.93  	0.64    	-8.93   	-7.05   	3.52    	-12.30  	0.00    	-       	
74.86   	-10.87  	0.68    	-8.99   	-7.08   	3.50    	-12.27  	0.00    	-       	
74.88   	-10.73  	0.76    	-9.13   	-7.12   	3.47    	-12.24  	0.00    	-       	
74.90   	-10.60  	0.83    	-9.25   	-7.15   	3.45    	-12.22  	0.00    	-       	
74.92   	-10.55  	0.86    	-9.32   	-7.18   	3.43    	-12.19  	0.00    	-       	
74.95   	-10.26  	0.91    	-9.69   	-7.21   	3.41    	-12.17  	2.51    	-       	
74.97   	-10.35  	0.91    	-9.62   	-7.25   	3.38    	-12.13  	2.99    	-       	
74.99   	-10.42  	0.90    	-9.53   	-7.29   	3.36    	-12.11  	2.98    	-       	
75.01   	-10.58  	0.88    	-9.44   	-7.31   	3.34    	-12.09  	3.01    	-       	
75.03   	-10.58  	0.86    	-9.34   	-7.35   	3.32    	-12.06  	3.01    	-       	
75.05   	-10.59  	0.85    	-9.35   	-7.38   	3.30    	-12.03  	2.99    	-       	
75.07   	-10.69  	0.81    	-9.27   	-7.41   	3.28    	-12.01  	3.00    	-       	
75.09   	-10.55  	0.87    	-9.38   	-7.44   	3.26    	-11.98  	2.96    	-       	
75.10   	-10.41  	0.90    	-9.49   	-7.47   	3.24    	-11.96  	2.96    	-       	
75.12   	-10.06  	0.91    	-9.84   	-7.50   	3.22    	-11.94  	3.00    	-       	
75.15   	-10.15  	0.91    	-9.80   	-7.53   	3.20    	-11.92  	3.05    	-       	
75.17   	-10.10  	0.91    	-9.86   	-7.57   	3.18    	-11.89  	2.99    	-       	
75.19   	-10.07  	0.91    	-9.84   	-7.60   	3.15    	-11.86  	3.07    	-       	
75.20   	-10.00  	0.91    	-9.86   	-7.63   	3.14    	-11.84  	2.95    	-       	
75.23   	-10.13  	0.91    	-9.77   	-7.66   	3.12    	-11.82  	3.02    	-       	
75.25   	-10.14  	0.91    	-9.79   	-7.70   	3.09    	-11.78  	3.08    	-       	
75.27   	-10.12  	0.91    	-9.83   	-7.73   	3.07    	-11.76  	3.00    	-       	
75.29   	-10.14  	0.91    	-9.84   	-7.76   	3.05    	-11.74  	2.98    	-       	
75.31   	-10.15  	0.91    	-9.82   	-7.79   	3.03    	-11.72  	3.01    	-       	
75.33   	-10.14  	0.91    	-9.84   	-7.82   	3.01    	-11.69  	3.01    	-       	
75.35   	-10.16  	0.91    	-9.74   	-7.85   	2.99    	-11.67  	2.98    	-       	
75.36   	-10.13  	0.91    	-9.77   	-7.89   	2.96    	-11.64  	0.00    	-       	
75.38   	-10.12  	0.91    	-9.80   	-7.91   	2.94    	-11.62  	0.00    	-       	
75.40   	-10.12  	0.91    	-9.80   	-7.94   	2.93    	-11.60  	0.00    	-       	
75.42   	-10.12  	0.91    	-9.81   	-7.97   	2.91    	-11.58  	0.00    	-       	
75.45   	-10.13  	0.91    	-9.81   	-8.00   	2.89    	-11.56  	0.00    	-       	
75.47   	-10.16  	0.91    	-9.80   	-8.05   	2.87    	-11.53  	0.00    	-       	
75.49   	-10.19  	0.91    	-9.78   	-8.08   	2.85    	-11.50  	0.00    	-       	
75.51   	-10.14  	0.91    	-9.55   	-8.11   	2.84    	-11.48  	2.94    	-       	
75.53   	-10.20  	0.91    	-9.48   	-8.14   	2.83    	-11.46  	2.92    	-       	
75.55   	-10.22  	0.91    	-9.50   	-8.18   	2.82    	-11.43  	2.87    	-       	
75.57   	-10.33  	0.90    	-9.44   	-8.22   	2.81    	-11.41  	2.95    	-       	
75.59   	-10.36  	0.90    	-9.43   	-8.25   	2.81    	-11.39  	2.94    	-       	
75.61   	-10.42  	0.91    	-9.57   	-8.29   	2.81    	-11.36  	2.92    	-       	
75.63   	-10.50  	0.90    	-9.54   	-8.32   	2.80    	-11.33  	2.93    	-       	
75.65   	-10.53  	0.90    	-9.55   	-8.35   	2.80    	-11.31  	2.87    	-       	
75.67   	-10.89  	0.76    	-9.28   	-8.38   	2.80    	-11.29  	2.97    	-       	
75.69   	-11.85  	0.31    	-8.18   	-8.42   	2.80    	-11.27  	3.01    	-       	
75.71   	-11.82  	0.31    	-8.14   	-8.45   	2.80    	-11.24  	2.99    	-       	
75.74   	-11.72  	0.31    	-8.17   	-8.48   	2.80    	-11.22  	2.96    	-       	
75.75   	-11.73  	0.31    	-8.15   	-8.51   	2.80    	-11.20  	3.01    	-       	
75.77   	-11.83  	0.31    	-8.15   	-8.55   	2.80    	-11.17  	3.01    	-       	
75.80   	-11.91  	0.31    	-8.17   	-8.58   	2.80    	-11.15  	2.98    	-       	
75.82   	-11.94  	0.31    	-8.22   	-8.62   	2.80    	-11.12  	3.01    	-       	
75.84   	-12.00  	0.31    	-8.18   	-8.66   	2.80    	-11.09  	2.96    	-       	
75.86   	-12.00  	0.31    	-8.08   	-8.69   	2.80    	-11.07  	3.01    	-       	
75.88   	-11.91  	0.31    	-8.04   	-8.73   	2.80    	-11.04  	2.91    	-       	
75.90   	-11.94  	0.31    	-8.08   	-8.76   	2.80    	-11.02  	2.94    	-       	
75.93   	-12.10  	0.31    	-8.16   	-8.79   	2.80    	-11.00  	2.91    	-       	
75.95   	-12.17  	0.31    	-8.19   	-8.83   	2.80    	-10.97  	2.91    	-       	
75.97   	-12.19  	0.31    	-8.18   	-8.86   	2.80    	-10.95  	2.90    	-       	
75.99   	-12.21  	0.31    	-8.14   	-8.90   	2.80    	-10.92  	2.88    	-       	
76.01   	-12.23  	0.31    	-8.12   	-8.93   	2.80    	-10.90  	2.88    	-       	
76.03   	-12.26  	0.31    	-8.13   	-8.97   	2.80    	-10.87  	2.86    	-       	
76.06   	-12.23  	0.31    	-8.13   	-9.01   	2.80    	-10.84  	2.72    	-       	
76.08   	-12.24  	0.31    	-8.13   	-9.04   	2.80    	-10.82  	2.74    	-       	
76.10   	-12.27  	0.31    	-8.13   	-9.08   	2.80    	-10.79  	2.79    	-       	
76.12   	-12.32  	0.31    	-8.09   	-9.12   	2.80    	-10.76  	2.82    	-       	
76.14   	-12.03  	0.31    	-8.26   	-9.14   	2.80    	-10.74  	2.76    	-       	
76.16   	-12.03  	0.31    	-8.24   	-9.17   	2.80    	-10.72  	0.00    	-       	
76.18   	-11.98  	0.31    	-8.21   	-9.20   	2.80    	-10.69  	0.00    	-       	
76.20   	-11.90  	0.31    	-8.16   	-9.23   	2.80    	-10.66  	0.00    	-       	
76.22   	-11.84  	0.31    	-8.11   	-9.26   	2.80    	-10.63  	0.00    	-       	
76.25   	-10.90  	0.64    	-8.92   	-9.29   	2.80    	-10.61  	2.01    	-       	
76.27   	-11.88  	0.31    	-8.20   	-9.32   	2.80    	-10.57  	2.49    	-       	
76.28   	-11.83  	0.31    	-8.26   	-9.35   	2.80    	-10.54  	2.48    	-       	
76.30   	-11.76  	0.31    	-8.28   	-9.38   	2.80    	-10.52  	2.54    	-       	
76.33   	-11.80  	0.31    	-8.16   	-9.41   	2.80    	-10.49  	2.89    	-       	
76.35   	-11.98  	0.31    	-8.12   	-9.44   	2.81    	-10.46  	2.84    	-       	
76.37   	-12.02  	0.31    	-8.09   	-9.47   	2.81    	-10.43  	2.87    	-       	
76.40   	-11.35  	0.31    	-7.51   	-9.50   	2.81    	-10.40  	2.88    	-       	
76.42   	-11.36  	0.31    	-7.39   	-9.54   	2.81    	-10.35  	2.97    	-       	
76.44   	-11.39  	0.31    	-7.50   	-9.56   	2.81    	-10.32  	2.97    	-       	
76.45   	-11.43  	0.31    	-7.46   	-9.58   	2.81    	-10.29  	3.01    	-       	
76.48   	-11.43  	0.31    	-7.45   	-9.60   	2.80    	-10.26  	3.07    	-       	
76.50   	-11.40  	0.31    	-7.42   	-9.63   	2.80    	-10.22  	3.05    	-       	
76.52   	-11.42  	0.31    	-7.39   	-9.65   	2.80    	-10.19  	3.04    	-       	
76.54   	-11.38  	0.31    	-7.42   	-9.67   	2.80    	-10.15  	3.01    	-       	
76.56   	-11.40  	0.31    	-7.39   	-9.69   	2.80    	-10.12  	3.02    	-       	
76.59   	-11.48  	0.31    	-7.32   	-9.72   	2.80    	-10.08  	3.08    	-       	
76.60   	-11.50  	0.31    	-7.26   	-9.75   	2.80    	-10.04  	3.06    	-       	
76.63   	-11.50  	0.31    	-7.22   	-9.77   	2.80    	-10.01  	3.05    	-       	
76.65   	-11.76  	0.31    	-6.64   	-9.79   	2.81    	-9.98   	3.03    	-       	
76.67   	-11.85  	0.31    	-6.50   	-9.82   	2.81    	-9.94   	2.94    	-       	
76.69   	-11.88  	0.31    	-6.48   	-9.84   	2.81    	-9.90   	3.01    	-       	
76.71   	-11.89  	0.31    	-6.41   	-9.87   	2.81    	-9.86   	2.96    	-       	
76.74   	-11.92  	0.31    	-6.35   	-9.89   	2.81    	-9.83   	0.00    	-       	
76.76   	-11.94  	0.31    	-6.32   	-9.91   	2.81    	-9.80   	0.00    	-       	
76.79   	-11.95  	0.31    	-6.29   	-9.94   	2.81    	-9.74   	0.00    	-       	
76.80   	-11.97  	0.31    	-6.26   	-9.97   	2.81    	-9.71   	0.00    	-       	
76.83   	-12.00  	0.31    	-6.21   	-9.99   	2.81    	-9.67   	0.00    	-       	
76.85   	-12.05  	0.31    	-6.15   	-10.01  	2.81    	-9.63   	0.00    	-       	
76.87   	-12.74  	0.31    	-5.30   	-10.04  	2.81    	-9.60   	2.98    	-       	
76.89   	-12.49  	0.31    	-4.70   	-10.06  	2.81    	-9.56   	2.96    	-       	
76.92   	-12.45  	0.31    	-4.78   	-10.08  	2.81    	-9.53   	2.87    	-       	
76.94   	-12.54  	0.31    	-4.66   	-10.11  	2.81    	-9.49   	2.89    	-       	
76.97   	-12.52  	0.31    	-4.79   	-10.13  	2.81    	-9.45   	2.79    	-       	
77.00   	-11.29  	0.18    	-3.98   	-10.16  	2.81    	-9.39   	2.74    	-       	
77.02   	-11.63  	0.19    	-2.96   	-10.18  	2.80    	-9.34   	2.87    	-       	
77.04   	-12.06  	0.31    	-3.12   	-10.20  	2.80    	-9.30   	2.80    	-       	
77.06   	-12.08  	0.31    	-3.18   	-10.21  	2.80    	-9.26   	2.79    	-       	
77.09   	-11.69  	0.17    	-2.51   	-10.23  	2.79    	-9.22   	2.82    	-       	
77.11   	-11.64  	0.16    	-2.25   	-10.24  	2.78    	-9.17   	2.80    	-       	
77.13   	-11.62  	0.16    	-2.38   	-10.26  	2.77    	-9.13   	2.83    	-       	
77.15   	-11.89  	0.31    	-2.99   	-10.26  	2.76    	-9.10   	2.82    	-       	
77.17   	-11.92  	0.31    	-3.10   	-10.28  	2.75    	-9.05   	2.83    	-       	
77.19   	-12.04  	0.31    	-2.96   	-10.29  	2.74    	-9.01   	2.84    	-       	
77.21   	-12.10  	0.31    	-3.02   	-10.30  	2.73    	-8.97   	2.82    	-       	
77.23   	-12.11  	0.31    	-2.94   	-10.31  	2.71    	-8.94   	2.83    	-       	
77.25   	-11.87  	0.29    	-2.79   	-10.32  	2.70    	-8.90   	2.83    	-       	
77.27   	-11.74  	0.19    	-2.53   	-10.33  	2.69    	-8.86   	2.83    	-       	
77.29   	-11.72  	0.16    	-2.30   	-10.35  	2.67    	-8.82   	2.84    	-       	
77.32   	-11.72  	0.17    	-2.45   	-10.36  	2.65    	-8.78   	2.83    	-       	
77.33   	-11.72  	0.20    	-2.68   	-10.37  	2.64    	-8.74   	2.80    	-       	
77.36   	-11.72  	0.19    	-2.55   	-10.38  	2.62    	-8.70   	2.80    	-       	
77.38   	-11.79  	0.23    	-2.70   	-10.39  	2.61    	-8.66   	2.80    	-       	
77.40   	-11.89  	0.30    	-2.87   	-10.40  	2.59    	-8.63   	2.80    	-       	
77.42   	-11.90  	0.31    	-2.91   	-10.42  	2.57    	-8.58   	2.80    	-       	
77.44   	-11.82  	0.29    	-3.01   	-10.43  	2.56    	-8.54   	2.82    	-       	
77.46   	-11.83  	0.29    	-3.01   	-10.44  	2.54    	-8.50   	0.00    	-       	
77.48   	-11.83  	0.30    	-3.04   	-10.46  	2.53    	-8.46   	0.00    	-       	
77.50   	-11.83  	0.30    	-3.05   	-10.47  	2.51    	-8.42   	0.00    	-       	
77.52   	-11.84  	0.30    	-3.08   	-10.48  	2.50    	-8.38   	0.00    	-       	
77.54   	-11.84  	0.30    	-3.09   	-10.49  	2.48    	-8.35   	0.00    	-       	
77.56   	-11.85  	0.31    	-3.10   	-10.50  	2.47    	-8.32   	0.00    	-       	
77.57   	-11.85  	0.31    	-3.11   	-10.51  	2.45    	-8.28   	0.00    	-       	
77.59   	-11.58  	0.16    	-2.74   	-10.52  	2.44    	-8.25   	2.83    	-       	
77.62   	-11.63  	0.17    	-2.75   	-10.53  	2.42    	-8.21   	2.83    	-       	
77.63   	-11.77  	0.25    	-2.90   	-10.55  	2.40    	-8.17   	2.83    	-       	
77.65   	-11.86  	0.31    	-3.02   	-10.56  	2.39    	-8.13   	2.79    	-       	
77.67   	-11.84  	0.30    	-3.02   	-10.57  	2.38    	-8.10   	2.78    	-       	
77.68   	-11.79  	0.27    	-3.03   	-10.58  	2.36    	-8.06   	2.77    	-       	
77.71   	-11.79  	0.28    	-3.07   	-10.59  	2.35    	-8.03   	2.74    	-       	
77.72   	-11.78  	0.28    	-3.11   	-10.60  	2.33    	-8.00   	2.75    	-       	
77.75   	-11.87  	0.31    	-3.13   	-10.61  	2.32    	-7.96   	2.73    	-       	
77.77   	-11.68  	0.27    	-3.42   	-10.62  	2.30    	-7.92   	2.82    	-       	
77.79   	-11.67  	0.27    	-3.46   	-10.64  	2.27    	-7.87   	2.79    	-       	
77.81   	-11.72  	0.29    	-3.49   	-10.65  	2.26    	-7.83   	2.82    	-       	
77.83   	-11.73  	0.31    	-3.55   	-10.67  	2.24    	-7.79   	2.82    	-       	
77.86   	-11.75  	0.31    	-3.53   	-10.68  	2.22    	-7.75   	2.82    	-       	
77.88   	-11.75  	0.31    	-3.49   	-10.69  	2.22    	-7.71   	2.83    	-       	
77.90   	-11.78  	0.31    	-3.44   	-10.71  	2.22    	-7.66   	2.83    	-       	
77.92   	-11.81  	0.31    	-3.41   	-10.72  	2.22    	-7.63   	2.83    	-       	
77.94   	-11.82  	0.31    	-3.38   	-10.73  	2.22    	-7.58   	2.84    	-       	
77.97   	-11.84  	0.31    	-3.32   	-10.75  	2.22    	-7.54   	2.82    	-       	
77.99   	-11.84  	0.31    	-3.27   	-10.76  	2.22    	-7.50   	2.82    	-       	
78.00   	-11.84  	0.31    	-3.25   	-10.77  	2.22    	-7.46   	2.82    	-       	
78.02   	-11.86  	0.31    	-3.25   	-10.78  	2.22    	-7.43   	2.83    	-       	
78.04   	-11.85  	0.31    	-3.17   	-10.80  	2.22    	-7.39   	2.90    	-       	
78.06   	-11.61  	0.22    	-3.27   	-10.81  	2.22    	-7.36   	2.58    	-       	
78.08   	-11.63  	0.22    	-3.23   	-10.82  	2.22    	-7.32   	0.00    	-       	
78.10   	-11.63  	0.22    	-3.20   	-10.83  	2.22    	-7.28   	0.00    	-       	
78.11   	-11.65  	0.22    	-3.16   	-10.84  	2.22    	-7.24   	0.00    	-       	
78.13   	-11.65  	0.22    	-3.13   	-10.85  	2.22    	-7.21   	0.00    	-       	
78.16   	-11.67  	0.22    	-3.10   	-10.87  	2.22    	-7.18   	0.00    	-       	
78.18   	-11.68  	0.22    	-3.06   	-10.88  	2.22    	-7.14   	0.00    	-       	
78.19   	-11.69  	0.23    	-3.03   	-10.89  	2.22    	-7.09   	0.00    	-       	
78.21   	-12.09  	0.31    	-3.04   	-10.90  	2.22    	-7.07   	2.82    	-       	
78.23   	-11.88  	0.31    	-3.06   	-10.91  	2.22    	-7.03   	2.77    	-       	
78.26   	-11.92  	0.31    	-3.07   	-10.93  	2.22    	-6.99   	2.75    	-       	
78.28   	-11.97  	0.31    	-2.88   	-10.94  	2.22    	-6.95   	2.82    	-       	
78.30   	-11.94  	0.31    	-2.95   	-10.96  	2.22    	-6.90   	2.81    	-       	
78.32   	-11.94  	0.31    	-2.95   	-10.97  	2.22    	-6.86   	2.90    	-       	
78.34   	-11.98  	0.31    	-2.90   	-10.98  	2.22    	-6.83   	2.85    	-       	
78.35   	-12.51  	0.31    	-2.34   	-10.99  	2.22    	-6.79   	3.02    	-       	
78.38   	-13.30  	0.31    	-1.35   	-11.00  	2.22    	-6.76   	3.01    	-       	
78.40   	-13.26  	0.31    	-1.47   	-11.02  	2.22    	-6.72   	3.00    	-       	
78.42   	-13.36  	0.31    	-1.34   	-11.03  	2.22    	-6.68   	3.00    	-       	
78.44   	-13.37  	0.31    	-1.25   	-11.04  	2.22    	-6.64   	3.00    	-       	
78.46   	-12.96  	0.31    	-1.07   	-11.06  	2.22    	-6.59   	2.99    	-       	
78.48   	-12.92  	0.31    	-1.04   	-11.07  	2.22    	-6.55   	3.02    	-       	
78.50   	-12.96  	0.31    	-0.89   	-11.09  	2.22    	-6.52   	3.00    	-       	
78.52   	-13.23  	0.31    	-1.00   	-11.10  	2.22    	-6.48   	3.03    	-       	
78.53   	-13.28  	0.31    	-1.06   	-11.11  	2.22    	-6.45   	3.02    	-       	
78.56   	-13.28  	0.31    	-0.99   	-11.12  	2.22    	-6.42   	3.01    	-       	
78.58   	-13.36  	0.31    	-0.63   	-11.14  	2.22    	-6.38   	3.05    	-       	
78.60   	-13.53  	0.31    	0.79    	-11.15  	2.22    	-6.34   	2.95    	-       	
78.62   	-13.47  	0.31    	0.80    	-11.16  	2.22    	-6.30   	2.97    	-       	
78.64   	-13.39  	0.31    	0.47    	-11.18  	2.22    	-6.26   	2.88    	-       	
78.66   	-13.41  	0.31    	0.51    	-11.19  	2.22    	-6.23   	0.00    	-       	
78.68   	-13.47  	0.31    	0.61    	-11.21  	2.22    	-6.18   	0.00    	-       	
78.70   	-13.49  	0.31    	0.66    	-11.22  	2.22    	-6.15   	0.00    	-       	
78.72   	-13.52  	0.31    	0.72    	-11.23  	2.22    	-6.11   	0.00    	-       	
78.76   	-13.56  	0.31    	0.79    	-11.25  	2.22    	-6.07   	0.00    	-       	
